#source,#target,#rating,#timestamp
21,39,2,2010-12-20 04:28:48
4,61,2,2010-12-20 05:40:18
61,4,3,2010-12-20 05:41:12
61,20,8,2010-12-20 05:41:24
61,2,2,2010-12-20 05:42:07
35,65,1,2010-12-21 08:40:38
65,35,2,2010-12-21 12:52:28
56,1,2,2010-12-21 18:45:57
1,56,2,2010-12-21 18:46:35
4,66,2,2010-12-22 20:45:23
66,4,2,2010-12-22 21:52:22
21,7,5,2010-12-24 11:53:24
7,20,4,2010-12-27 00:31:10
35,69,1,2010-12-27 11:14:32
35,70,1,2010-12-27 11:14:39
39,69,2,2010-12-27 12:35:41
69,39,2,2010-12-27 12:37:36
69,35,2,2010-12-27 12:37:43
1,71,1,2010-12-27 20:20:38
71,1,8,2010-12-27 20:25:51
7,28,2,2010-12-27 20:28:08
28,7,1,2010-12-27 20:37:14
4,72,4,2010-12-28 08:04:59
1,74,1,2010-12-28 23:34:34
74,1,1,2010-12-28 23:34:40
41,75,1,2010-12-29 00:52:41
68,64,1,2010-12-29 06:11:45
76,7,1,2010-12-29 06:35:43
7,76,1,2010-12-29 06:36:30
7,19,5,2010-12-29 14:18:36
32,23,1,2010-12-29 17:20:57
23,32,1,2010-12-29 18:12:20
23,20,1,2010-12-29 22:17:35
61,77,4,2010-12-29 23:37:20
1,78,1,2010-12-30 22:52:53
78,1,1,2010-12-30 22:54:29
60,41,1,2010-12-31 18:24:00
41,60,1,2010-12-31 18:32:19
78,60,1,2010-12-31 21:37:40
60,78,1,2010-12-31 21:37:59
57,4,2,2011-01-01 00:54:14
23,69,1,2011-01-01 13:22:00
69,23,1,2011-01-01 13:22:17
64,68,1,2011-01-02 01:05:57
35,79,1,2011-01-02 18:54:39
79,35,1,2011-01-02 19:36:31
41,4,1,2011-01-03 18:59:23
4,41,1,2011-01-03 18:59:37
1,68,2,2011-01-03 19:41:28
68,1,2,2011-01-03 19:42:05
69,28,3,2011-01-04 07:36:30
28,69,3,2011-01-04 14:46:32
64,80,1,2011-01-05 01:22:22
17,81,1,2011-01-05 01:48:14
81,17,1,2011-01-05 01:56:54
69,62,1,2011-01-05 16:20:10
62,69,1,2011-01-05 17:38:00
41,83,1,2011-01-05 21:27:49
41,104,1,2011-01-05 22:41:04
83,41,1,2011-01-05 22:41:17
41,86,1,2011-01-05 23:46:57
86,41,1,2011-01-06 00:33:43
104,41,1,2011-01-06 03:37:48
4,87,1,2011-01-06 07:47:10
87,4,1,2011-01-06 07:49:46
81,69,2,2011-01-07 10:26:10
69,81,2,2011-01-07 10:27:56
41,89,1,2011-01-07 18:47:52
89,41,1,2011-01-07 19:47:09
60,87,1,2011-01-07 19:52:12
87,60,1,2011-01-07 19:53:19
7,89,2,2011-01-07 22:15:42
89,7,2,2011-01-07 22:26:33
64,94,1,2011-01-09 04:12:55
41,70,1,2011-01-09 17:55:19
94,64,1,2011-01-09 18:52:18
70,95,1,2011-01-09 19:12:01
95,70,3,2011-01-09 19:12:34
70,41,1,2011-01-09 19:12:35
70,35,1,2011-01-09 19:12:42
39,17,3,2011-01-10 19:56:21
17,39,1,2011-01-10 19:57:18
70,96,1,2011-01-11 23:32:01
96,70,3,2011-01-12 17:51:33
15,97,2,2011-01-13 11:57:38
97,15,2,2011-01-13 13:57:56
69,99,4,2011-01-13 19:39:56
99,69,1,2011-01-13 21:15:08
88,7,3,2011-01-14 03:00:57
1,81,1,2011-01-14 05:14:02
70,15,1,2011-01-14 09:20:43
15,70,1,2011-01-14 13:26:33
81,1,1,2011-01-15 03:02:39
1,101,1,2011-01-16 07:44:33
62,54,2,2011-01-16 21:31:37
54,62,2,2011-01-16 21:31:53
101,1,1,2011-01-16 23:17:44
100,101,1,2011-01-17 00:11:14
101,103,1,2011-01-17 00:25:55
80,25,2,2011-01-17 16:43:51
100,60,2,2011-01-18 23:51:06
39,4,1,2011-01-19 05:55:59
4,39,1,2011-01-19 05:56:11
41,105,1,2011-01-19 18:00:35
72,4,4,2011-01-20 07:16:05
96,106,1,2011-01-20 15:43:16
106,96,1,2011-01-20 21:58:13
81,107,2,2011-01-21 14:40:29
107,81,3,2011-01-21 15:03:58
60,108,1,2011-01-21 22:05:15
108,60,1,2011-01-21 22:05:36
97,68,1,2011-01-22 18:15:15
68,97,1,2011-01-22 18:18:44
96,107,2,2011-01-23 18:16:33
7,109,1,2011-01-24 05:33:09
109,7,1,2011-01-24 05:33:17
41,110,1,2011-01-25 21:17:12
41,68,1,2011-01-25 22:43:34
68,41,1,2011-01-25 22:44:40
107,96,2,2011-01-26 19:49:45
23,7,5,2011-01-26 21:07:42
7,111,1,2011-01-26 23:48:43
111,7,1,2011-01-26 23:50:47
64,112,2,2011-01-27 02:52:21
112,64,2,2011-01-27 02:52:48
112,77,1,2011-01-27 21:21:50
112,115,2,2011-01-27 21:22:24
112,60,4,2011-01-27 21:23:23
60,112,4,2011-01-27 21:37:24
109,39,1,2011-01-28 15:43:32
39,109,1,2011-01-28 15:43:40
6,114,2,2011-01-29 08:57:37
114,39,1,2011-01-29 08:58:03
6,32,1,2011-01-29 09:02:03
39,114,1,2011-01-29 09:04:38
47,7,1,2011-01-31 22:14:20
1,119,1,2011-01-31 22:15:02
119,1,10,2011-01-31 22:36:24
100,1,3,2011-01-31 22:37:07
100,7,4,2011-02-01 02:49:43
7,100,2,2011-02-01 02:51:08
7,47,1,2011-02-01 02:51:58
7,122,1,2011-02-01 09:47:53
122,7,1,2011-02-01 09:48:01
23,108,1,2011-02-01 16:51:22
108,23,1,2011-02-01 16:51:32
108,104,1,2011-02-01 17:08:21
104,108,1,2011-02-01 17:08:47
60,56,2,2011-02-01 21:21:42
115,77,3,2011-02-01 23:03:01
119,127,10,2011-02-02 01:03:50
119,25,1,2011-02-02 01:14:33
1,2,8,2011-02-02 06:49:03
1,76,2,2011-02-02 07:20:15
76,1,2,2011-02-02 07:22:04
1,23,6,2011-02-02 14:41:11
54,129,1,2011-02-02 21:36:52
116,7,2,2011-02-02 23:18:53
7,116,2,2011-02-02 23:19:33
54,13,2,2011-02-02 23:51:53
13,54,2,2011-02-02 23:52:44
77,39,3,2011-02-03 17:29:57
77,15,1,2011-02-03 17:32:15
77,6,3,2011-02-03 17:33:11
77,1,3,2011-02-03 17:33:16
77,23,1,2011-02-03 17:33:34
77,28,3,2011-02-03 17:33:55
77,115,3,2011-02-03 17:34:04
77,112,1,2011-02-03 17:35:11
77,131,1,2011-02-03 17:36:39
77,61,3,2011-02-03 17:37:24
129,54,1,2011-02-03 18:46:19
54,2,2,2011-02-03 21:44:31
2,54,2,2011-02-03 21:44:54
127,119,10,2011-02-03 22:42:59
127,132,1,2011-02-03 22:45:29
132,127,2,2011-02-03 23:06:00
7,133,1,2011-02-04 04:02:03
133,7,1,2011-02-04 04:05:59
105,41,1,2011-02-04 16:44:22
41,64,1,2011-02-05 01:10:52
64,41,1,2011-02-05 01:11:57
57,110,1,2011-02-05 01:41:08
113,125,2,2011-02-05 05:38:25
125,113,2,2011-02-05 05:44:04
54,7,6,2011-02-05 13:40:25
7,54,5,2011-02-05 13:45:57
113,23,2,2011-02-05 17:36:22
113,135,2,2011-02-05 17:37:04
135,113,2,2011-02-05 17:40:23
78,36,2,2011-02-07 15:49:08
36,78,2,2011-02-07 15:50:04
2,132,2,2011-02-07 18:15:09
132,2,2,2011-02-07 18:16:25
96,15,4,2011-02-08 17:49:19
110,57,1,2011-02-08 20:43:56
110,41,1,2011-02-08 20:44:03
132,28,1,2011-02-08 23:09:14
28,132,1,2011-02-08 23:20:40
111,1,1,2011-02-09 22:50:37
132,134,1,2011-02-10 01:25:58
134,132,1,2011-02-10 01:26:04
132,100,1,2011-02-10 03:23:24
100,132,1,2011-02-10 03:25:56
41,137,1,2011-02-10 05:24:00
15,96,3,2011-02-10 17:45:11
137,41,1,2011-02-10 19:53:21
7,137,1,2011-02-10 20:40:41
137,7,1,2011-02-10 20:51:58
1,138,1,2011-02-10 21:36:57
138,1,1,2011-02-10 21:43:24
132,138,1,2011-02-10 23:00:06
138,132,1,2011-02-10 23:01:11
100,111,1,2011-02-11 00:56:01
111,100,1,2011-02-11 00:58:42
100,64,1,2011-02-11 01:06:07
64,100,1,2011-02-11 01:06:58
41,140,1,2011-02-11 21:58:41
140,41,1,2011-02-11 22:21:14
7,60,5,2011-02-11 23:38:32
60,100,2,2011-02-12 03:02:44
7,141,2,2011-02-12 03:43:26
141,134,5,2011-02-12 05:43:29
134,141,5,2011-02-12 07:00:46
141,7,3,2011-02-12 07:01:26
132,21,5,2011-02-12 17:51:39
139,132,1,2011-02-12 18:02:31
132,139,1,2011-02-12 18:10:17
78,132,3,2011-02-12 22:49:02
2,3,8,2011-02-13 04:08:27
132,142,1,2011-02-13 18:31:49
142,132,1,2011-02-13 19:45:01
110,142,1,2011-02-13 19:49:44
1,110,1,2011-02-13 20:01:33
110,1,1,2011-02-13 20:02:28
142,110,1,2011-02-13 20:19:47
110,76,2,2011-02-14 00:46:40
2,142,1,2011-02-14 01:46:13
142,2,1,2011-02-14 01:46:19
110,143,1,2011-02-14 03:09:53
143,110,1,2011-02-14 03:10:23
75,132,1,2011-02-14 12:29:04
110,134,1,2011-02-14 22:28:08
134,110,1,2011-02-14 22:38:10
132,144,1,2011-02-15 01:47:30
144,132,1,2011-02-15 01:47:39
1,145,1,2011-02-15 17:11:03
145,1,1,2011-02-15 17:12:15
146,2,1,2011-02-15 22:11:43
60,147,1,2011-02-15 22:33:11
41,148,1,2011-02-15 23:28:59
148,41,1,2011-02-15 23:30:15
23,113,4,2011-02-16 00:22:16
21,132,2,2011-02-16 02:54:44
93,81,2,2011-02-16 08:20:14
78,149,1,2011-02-16 14:23:06
149,150,1,2011-02-16 14:23:43
150,149,1,2011-02-16 14:24:34
132,75,1,2011-02-16 16:14:26
2,110,1,2011-02-16 17:45:31
110,2,1,2011-02-16 17:45:38
110,144,1,2011-02-16 17:46:00
144,110,1,2011-02-16 17:48:46
41,147,1,2011-02-16 18:46:50
147,41,1,2011-02-16 18:56:35
132,152,1,2011-02-16 19:54:51
104,153,2,2011-02-16 21:59:20
81,93,3,2011-02-17 01:46:54
152,154,1,2011-02-17 02:12:52
154,152,2,2011-02-17 02:12:52
152,75,1,2011-02-17 02:16:25
110,155,1,2011-02-17 02:44:24
132,156,4,2011-02-17 03:06:37
156,132,4,2011-02-17 03:08:07
132,113,3,2011-02-17 04:10:03
113,132,3,2011-02-17 04:11:20
155,110,1,2011-02-17 04:12:17
41,157,1,2011-02-17 16:25:15
157,41,1,2011-02-17 16:49:04
149,132,1,2011-02-17 20:57:07
132,149,1,2011-02-17 20:57:21
113,158,1,2011-02-17 21:00:22
158,113,2,2011-02-17 21:00:28
56,7,3,2011-02-17 22:06:04
7,56,3,2011-02-17 22:08:13
41,132,1,2011-02-18 15:48:45
153,104,2,2011-02-18 16:36:40
132,41,1,2011-02-18 18:37:39
114,1,2,2011-02-18 19:07:56
1,114,2,2011-02-18 20:44:53
1,111,2,2011-02-18 20:51:34
60,160,1,2011-02-18 23:34:19
160,60,1,2011-02-18 23:34:41
114,149,1,2011-02-19 15:07:47
149,114,1,2011-02-19 15:49:42
114,146,1,2011-02-19 20:07:30
78,146,1,2011-02-19 20:22:00
146,78,1,2011-02-19 20:27:41
122,78,1,2011-02-19 20:28:04
132,78,3,2011-02-19 20:28:22
146,114,1,2011-02-19 20:29:49
114,21,1,2011-02-20 02:44:27
7,161,3,2011-02-20 02:45:38
161,7,3,2011-02-20 02:45:49
21,114,1,2011-02-20 04:29:56
132,104,1,2011-02-21 01:33:49
104,132,1,2011-02-21 01:33:56
132,157,2,2011-02-21 05:14:25
157,132,2,2011-02-21 05:23:58
1,7,9,2011-02-21 05:47:36
7,1,7,2011-02-21 05:49:06
132,162,1,2011-02-21 18:08:05
162,132,1,2011-02-21 18:10:59
41,163,1,2011-02-21 18:47:56
163,41,1,2011-02-21 18:48:13
41,162,1,2011-02-21 19:11:37
162,41,1,2011-02-21 19:11:57
2,149,1,2011-02-22 03:47:15
149,2,1,2011-02-22 03:47:29
75,41,2,2011-02-22 18:38:35
143,81,1,2011-02-23 03:22:18
143,80,1,2011-02-23 03:23:47
80,143,1,2011-02-23 03:25:43
1,165,1,2011-02-23 18:55:10
165,1,1,2011-02-23 18:55:18
152,166,1,2011-02-24 02:11:02
166,152,1,2011-02-24 02:14:40
2,166,1,2011-02-24 04:10:15
166,2,1,2011-02-24 04:11:33
110,104,1,2011-02-24 20:01:45
41,167,1,2011-02-24 22:01:18
167,41,1,2011-02-24 22:01:53
41,168,1,2011-02-24 23:19:49
168,41,1,2011-02-24 23:21:47
132,169,2,2011-02-25 05:23:31
169,132,2,2011-02-25 05:24:19
81,149,1,2011-02-25 08:52:59
142,170,1,2011-02-25 14:47:18
170,142,1,2011-02-25 14:50:45
45,171,2,2011-02-25 15:09:24
171,45,2,2011-02-25 15:26:09
64,166,1,2011-02-25 17:05:34
166,64,1,2011-02-25 17:05:59
113,166,1,2011-02-25 17:21:57
166,113,1,2011-02-25 17:21:57
60,104,2,2011-02-25 17:26:29
60,172,1,2011-02-25 18:10:30
64,3,1,2011-02-25 20:17:30
113,173,2,2011-02-25 20:23:14
173,113,1,2011-02-25 20:52:31
41,174,1,2011-02-25 21:00:48
172,60,1,2011-02-25 21:01:27
166,156,2,2011-02-26 04:21:19
156,166,2,2011-02-26 04:22:17
175,7,2,2011-02-26 08:15:56
45,176,3,2011-02-26 17:17:55
161,144,1,2011-02-26 21:54:04
144,161,1,2011-02-26 21:54:28
7,166,1,2011-02-26 22:32:30
161,177,1,2011-02-27 03:45:15
177,161,1,2011-02-27 03:46:01
149,129,1,2011-02-27 08:30:55
129,149,1,2011-02-27 08:31:08
144,178,1,2011-02-27 21:54:31
178,144,1,2011-02-27 21:54:43
75,1,2,2011-02-27 22:03:20
75,179,1,2011-02-27 22:03:30
179,75,1,2011-02-27 22:03:44
75,62,2,2011-02-27 22:04:52
62,75,2,2011-02-27 22:04:58
143,173,1,2011-02-28 06:29:57
149,173,1,2011-02-28 06:33:13
173,149,1,2011-02-28 06:36:04
173,143,1,2011-02-28 06:36:55
166,180,1,2011-02-28 07:41:52
180,166,1,2011-02-28 07:43:16
174,41,1,2011-02-28 08:12:55
149,81,3,2011-02-28 13:01:56
144,143,1,2011-02-28 21:02:15
143,144,1,2011-02-28 21:04:57
60,148,2,2011-02-28 21:32:40
148,60,2,2011-02-28 21:33:05
2,156,1,2011-02-28 21:48:35
156,2,1,2011-02-28 21:48:44
1,19,6,2011-03-01 03:32:34
132,181,1,2011-03-02 02:00:53
181,132,1,2011-03-02 02:01:30
135,181,1,2011-03-02 02:23:53
181,135,1,2011-03-02 02:24:32
132,159,1,2011-03-02 02:53:09
159,132,1,2011-03-02 02:53:31
135,143,1,2011-03-02 03:57:50
143,135,1,2011-03-02 04:01:24
148,182,1,2011-03-02 04:45:20
182,148,1,2011-03-02 04:45:33
144,181,1,2011-03-02 04:52:51
181,144,1,2011-03-02 04:54:03
181,183,2,2011-03-02 05:24:27
183,181,2,2011-03-02 05:25:51
143,183,1,2011-03-02 05:38:14
183,143,1,2011-03-02 05:40:03
142,64,1,2011-03-02 17:02:00
64,142,1,2011-03-02 17:02:12
184,7,2,2011-03-02 17:43:31
7,184,2,2011-03-02 17:50:14
80,7,1,2011-03-02 17:53:38
7,78,1,2011-03-02 19:20:49
78,7,1,2011-03-02 19:21:14
147,179,1,2011-03-02 21:29:41
179,147,1,2011-03-02 22:00:58
7,185,1,2011-03-03 11:31:47
185,7,1,2011-03-03 11:35:11
176,45,1,2011-03-03 18:51:32
183,186,1,2011-03-04 02:10:00
186,183,1,2011-03-04 02:12:08
135,187,1,2011-03-04 02:15:54
187,135,1,2011-03-04 02:21:11
33,7,2,2011-03-04 02:35:12
7,33,2,2011-03-04 02:35:19
78,144,3,2011-03-04 21:53:28
7,188,1,2011-03-05 00:06:40
188,7,1,2011-03-05 00:06:49
104,189,2,2011-03-05 01:52:29
189,104,2,2011-03-05 02:01:15
104,190,1,2011-03-05 05:48:39
190,104,1,2011-03-05 05:49:19
104,110,2,2011-03-06 18:37:49
104,191,1,2011-03-06 19:00:45
191,104,1,2011-03-06 19:00:55
104,113,1,2011-03-06 21:28:42
113,104,1,2011-03-06 21:29:26
6,173,3,2011-03-06 21:46:39
110,7,1,2011-03-07 09:42:07
104,171,1,2011-03-07 18:17:32
171,104,1,2011-03-07 19:41:44
143,192,1,2011-03-07 20:45:54
192,143,1,2011-03-07 20:46:29
60,159,2,2011-03-07 20:54:31
159,60,2,2011-03-07 20:55:24
2,1,8,2011-03-08 04:01:37
57,25,2,2011-03-08 04:04:17
60,178,2,2011-03-08 19:29:17
7,35,2,2011-03-09 13:57:54
60,193,1,2011-03-09 14:25:13
193,60,1,2011-03-09 17:06:31
60,194,1,2011-03-09 18:24:24
194,178,1,2011-03-09 18:24:52
194,60,1,2011-03-09 18:26:33
178,194,1,2011-03-09 18:40:30
7,195,1,2011-03-10 04:55:38
195,7,1,2011-03-10 04:55:59
29,60,2,2011-03-10 05:34:34
62,196,1,2011-03-10 11:54:05
196,62,1,2011-03-10 11:54:29
60,29,2,2011-03-10 14:28:19
60,191,4,2011-03-10 15:25:16
7,156,1,2011-03-12 06:55:11
156,7,1,2011-03-12 06:55:16
60,198,1,2011-03-12 17:14:45
60,199,1,2011-03-13 03:04:23
199,60,1,2011-03-13 03:07:35
7,200,2,2011-03-13 11:26:01
200,7,2,2011-03-13 11:32:31
132,198,2,2011-03-13 19:02:16
198,132,1,2011-03-13 19:05:17
35,7,2,2011-03-15 10:16:51
194,201,1,2011-03-15 17:13:56
201,194,1,2011-03-15 17:45:26
100,202,1,2011-03-15 22:00:23
202,100,1,2011-03-15 22:07:00
142,203,1,2011-03-15 23:30:49
203,142,1,2011-03-15 23:44:43
7,204,1,2011-03-15 23:44:48
142,60,1,2011-03-15 23:58:10
7,110,3,2011-03-16 01:53:16
60,205,1,2011-03-16 02:59:28
206,201,1,2011-03-16 07:50:03
201,206,1,2011-03-16 07:55:38
207,7,2,2011-03-16 16:15:02
200,62,1,2011-03-17 02:49:54
60,75,3,2011-03-17 03:25:04
75,60,3,2011-03-17 03:27:45
75,7,3,2011-03-17 03:36:52
60,209,3,2011-03-17 22:53:02
7,210,1,2011-03-18 01:31:24
210,7,1,2011-03-18 02:17:25
142,143,2,2011-03-18 14:49:15
143,142,2,2011-03-18 14:49:28
60,142,1,2011-03-18 18:38:15
7,206,2,2011-03-19 20:54:10
149,209,1,2011-03-20 20:28:05
120,7,5,2011-03-21 12:00:55
7,207,3,2011-03-21 15:08:57
7,96,1,2011-03-21 22:05:24
104,179,-1,2011-03-22 01:07:16
200,179,-1,2011-03-22 01:08:58
149,179,-1,2011-03-22 01:11:01
96,7,2,2011-03-22 10:18:27
56,60,2,2011-03-22 17:46:02
202,211,1,2011-03-23 00:15:52
200,13,1,2011-03-23 00:24:51
13,200,1,2011-03-23 00:25:13
211,202,1,2011-03-23 01:46:53
104,149,1,2011-03-23 02:38:33
149,104,1,2011-03-23 02:47:38
104,60,3,2011-03-23 05:16:25
149,62,1,2011-03-23 07:13:25
167,211,1,2011-03-23 08:34:05
206,7,2,2011-03-23 23:16:27
202,212,1,2011-03-24 00:56:53
212,202,1,2011-03-24 00:57:20
212,209,1,2011-03-24 01:52:52
60,212,4,2011-03-24 02:25:59
212,60,4,2011-03-24 02:27:08
101,134,1,2011-03-24 02:30:41
60,213,2,2011-03-24 02:32:20
213,60,2,2011-03-24 02:33:23
134,101,1,2011-03-24 02:46:12
212,7,1,2011-03-24 03:16:56
212,132,1,2011-03-24 03:17:28
212,29,1,2011-03-24 03:23:24
143,153,1,2011-03-24 20:10:14
153,143,2,2011-03-24 20:23:58
35,110,2,2011-03-24 21:55:30
135,214,1,2011-03-24 22:22:37
143,215,1,2011-03-25 02:21:43
215,143,1,2011-03-25 02:25:08
29,212,1,2011-03-25 02:43:03
7,212,1,2011-03-25 03:21:05
135,152,1,2011-03-25 05:12:57
7,179,-1,2011-03-25 05:55:57
39,149,4,2011-03-25 11:40:23
149,39,4,2011-03-25 11:41:15
214,216,1,2011-03-25 20:28:52
216,214,1,2011-03-25 20:52:01
174,112,1,2011-03-25 21:36:45
153,202,1,2011-03-26 02:16:15
29,120,2,2011-03-26 12:36:25
60,217,2,2011-03-26 14:13:53
60,218,1,2011-03-26 14:27:13
218,60,1,2011-03-26 14:28:15
209,212,1,2011-03-26 19:24:31
217,60,2,2011-03-26 19:34:35
217,3,5,2011-03-26 19:36:56
135,179,-1,2011-03-27 02:38:53
176,219,1,2011-03-27 14:18:03
219,176,1,2011-03-27 14:18:28
219,110,1,2011-03-27 14:19:05
176,220,1,2011-03-27 16:57:44
1,223,7,2011-03-28 16:32:28
60,1,7,2011-03-28 17:24:37
60,7,7,2011-03-28 17:24:43
39,2,8,2011-03-28 17:28:22
202,176,1,2011-03-28 19:09:05
176,202,1,2011-03-28 19:11:37
60,224,4,2011-03-28 19:37:05
1,225,1,2011-03-28 23:23:21
225,1,1,2011-03-28 23:24:45
225,209,1,2011-03-28 23:25:26
29,1,4,2011-03-29 02:28:57
29,219,1,2011-03-29 02:31:11
219,29,1,2011-03-29 02:33:44
1,132,1,2011-03-29 02:37:13
1,227,1,2011-03-29 03:37:23
227,1,1,2011-03-29 03:38:49
60,228,1,2011-03-29 23:04:55
225,45,1,2011-03-30 01:06:18
60,214,2,2011-03-30 02:45:04
199,185,1,2011-03-30 19:34:34
185,199,1,2011-03-30 19:41:34
60,230,1,2011-03-30 21:44:42
60,231,1,2011-03-30 22:01:02
231,60,1,2011-03-30 22:11:30
7,232,3,2011-03-31 11:06:39
1,104,1,2011-03-31 19:35:49
104,1,2,2011-03-31 19:39:06
33,1,8,2011-03-31 21:44:34
62,149,1,2011-03-31 23:20:22
29,171,1,2011-04-01 00:27:33
206,233,1,2011-04-01 00:40:18
233,206,1,2011-04-01 00:40:44
232,7,2,2011-04-01 03:53:33
60,208,3,2011-04-01 18:52:58
208,60,3,2011-04-01 19:01:49
206,234,1,2011-04-01 21:55:42
234,206,1,2011-04-01 22:02:51
235,7,5,2011-04-02 11:35:32
222,7,2,2011-04-02 20:06:35
104,202,3,2011-04-02 23:00:28
202,104,3,2011-04-02 23:00:44
202,236,1,2011-04-03 08:53:15
236,202,1,2011-04-03 09:01:09
202,237,1,2011-04-03 10:38:09
237,202,10,2011-04-03 10:50:07
149,238,1,2011-04-03 20:39:57
238,149,1,2011-04-03 20:43:00
39,239,1,2011-04-03 21:37:13
239,64,1,2011-04-03 21:37:31
239,39,1,2011-04-03 21:37:38
202,135,2,2011-04-04 06:07:38
135,202,2,2011-04-04 06:07:59
2,7,5,2011-04-04 06:31:40
2,60,5,2011-04-04 06:31:45
2,62,8,2011-04-04 06:32:18
2,77,2,2011-04-04 06:32:39
7,2,5,2011-04-04 06:39:27
7,39,5,2011-04-04 06:39:34
7,41,5,2011-04-04 06:39:45
7,21,5,2011-04-04 06:40:26
7,72,2,2011-04-04 06:41:39
7,62,6,2011-04-04 06:42:06
208,62,1,2011-04-04 07:13:47
206,240,1,2011-04-04 07:17:39
240,206,2,2011-04-04 07:17:51
62,208,1,2011-04-04 07:17:55
231,241,1,2011-04-04 17:06:10
39,143,2,2011-04-04 17:42:52
143,39,2,2011-04-04 17:44:01
241,231,1,2011-04-04 18:19:22
60,242,6,2011-04-04 19:24:46
242,60,6,2011-04-04 19:25:56
135,2,1,2011-04-05 03:08:56
204,7,1,2011-04-05 03:20:37
1,64,3,2011-04-05 03:49:54
64,1,3,2011-04-05 03:53:35
202,244,1,2011-04-05 10:12:59
244,60,2,2011-04-05 10:24:01
202,56,1,2011-04-05 12:17:30
56,202,1,2011-04-05 12:18:24
164,60,5,2011-04-05 13:55:02
60,164,5,2011-04-05 13:55:16
204,80,1,2011-04-05 14:08:35
